EmployeeID,EmployeeName,Gender,Age,Department,JobTitle,EducationLevel,City,Salary,ExperienceYears,PerformanceScore,LeavesTaken,ProjectsHandled,JoiningDate,Status,Attrition,WorkMode
21271,Employee_755,Female,44,Operations,Senior Manager,PhD,Hyderabad,169674.69,31,5,18,13,8/1/2019,Terminated,No, On-site 
21272,Em#loyee_1341, Male ,49,Marketing,Senior Engineer,High School,Bangalore,₹79694.22,17,10,18,18,8/10/2022,Resigned,Yes, On-site 
21274,Employee_1411,Male,27,Engineering,Senior Analyst,,Bangalore,₹156748.48,35,10,4,7,8/10/2018,Resigned,Yes,On-site
21277,Employee_1049,Female,40,marketing,Senior Manager,PHD,Delhi,56821.06,9,1,5,9,7/8/2016,resigned, No ,Remote
21280,Employee_1267,Female,30,Engineering,VP,PhD,Ahmedabad,₹87800.27,9,5,18,14,11/11/2023,On Leave,no,Remote
21288,Employee_76,Male,60,Marketing,Senior Analyst,Bachelor,Hyderabad,₹116820.18,29,1,6,17,3/31/2022,On Leave,Yes,Hybrid
21289,Employee_1179,Male,45,Operations,Senior Analyst,Bachelor,Noida,₹56507.01,13,2,12,21,2/3/2018,TERMINATED,Yes,On-site
21290,Employee_1322,Female,28,MARKETING,Senior Engineer,bachelor,Kolkata,₹203236.99,29,10,17,1,7/16/2019, Active ,No,On-site
21292,Employee_1227,Female,33,Product,Senior Engineer,PhD,Noida,₹56218.23,10,8,10,4,6/13/2024,On Leave,Yes,REMOTE
21296,Em@loyee_1161,Female,23,Legal,Director,PhD,Hyderabad,₹33422.46,2,7,3,1,8/28/2016,Terminated,Yes, On-site 
21299,Employee_854,Female,40,Operations,VP,Master,Chennai,₹93917.01,15,6,12,10,1/6/2015,Resigned,,On-site
21300,Employee_48,Male,47,HR,Senior Analyst,BACHELOR,Bangalore,,13,10,13,14,4/14/2020, Terminated ,No,Remote
21301,Employee_1295,Male,41,Operations,manager,Bachelor,Chennai,₹222813.48,33,6,22,20,9/27/2019,Active,No,On-site
21302,Employee_268,Male,25,HR,Director,phd,Chennai,200338.48,23,8,13,15,1/11/2015,,NO,Hybrid
21303,Employee_1500,Female,43,Operations,Senior Manager,Master,Gurgaon,₹78289.62,27,9,25,18,2/25/2018,,Yes,Remote
21307,Employee_528,Male,34,,Senior Analyst,Master,Kolkata,₹17344.77,0,6,7,11,2/6/2016,Resigned,No,Hybrid
21308,,Female,28,Operations,Senior Analyst, Master ,Pune,₹191514.43,33,10,21,9,10/13/2019,Terminated,Yes,Hybrid
21310,Employee_151,Female,45,Engineering,Intern,High School,Bangalore,₹94314.25,20,4,22,6,12/6/2020,Resigned,No,Hybrid
21311,Employee_728,Female,48,Marketing,Senior Engineer,Master,Mumbai,₹148038.30,25,8,26,5,1/10/2020,Active,Yes,
21317,Employee_527,Female,59,Sales,Analyst,Bachelor,Delhi,,3,3,18,3,12/14/2017, Terminated ,No,Remote
21318,Employee_1197,Female,60,LEGAL,Senior Manager,Bachelor,Ahmedabad,,32,4,18,19,4/10/2024,Active,no,Remote
21330,Employee_249,Male,30,HR,Intern,High School,Kolkata,₹185510.42,29,6,24,1,10/10/2022,Resigned,No,Hybrid
21335,Employee_301,Female,42,operations,vp,PhD,Gurgaon,₹44875.93,11,8,9,1,1/9/2019,resigned,Yes,hybrid
21336,Employee_1333,Male,41,finance, Senior Engineer ,High School,Ahmedabad,₹277180.44,33,4,30,24,11/21/2020,Active,Yes,hybrid
21340,Employee_1143,Female,29,Marketing,Manager, Master ,Ahmedabad,₹128475.79,16,7,3,18,7/28/2016,Terminated,No,Remote
21342,Employee_648,,36,Operations,manager,High School,Chennai,₹151204.79,20,3,7,25,1/24/2024,Terminated,No,remote
21344,Employee_1183,Female,60,Legal,Intern,High School,,,35,8,29,15,2/26/2023,TERMINATED,Yes,Hybrid
21346,Employee_1450,Female,57,Legal,senior analyst,,Noida,₹71488.69,10,7,12,15,2/27/2017,,No,
21347,Employee_711,Male,32,Marketing,Senior Manager,Master,Hyderabad,₹61164.09,16,9,20,18,5/19/2016,Resigned,No,On-site
21348,Employee_247,Female,36,HR, VP ,Master,Gurgaon,₹11895.40,0,1,5,23,3/7/2019,Active,No,Remote
21355,Employee_359,Female,52,Marketing,Senior Analyst,PhD,Chennai,₹140008.38,33,8,23,11,8/8/2024,ACTIVE,Yes,Remote
21357,Employee_951,,58,Marketing,Senior Engineer,High School,Pune,₹121417.24,19,5,25,9,7/7/2018,On Leave,No,
21358,Employee_186,Male,36,Product,Executive,Bachelor,Delhi,₹131512.83,22,9,14,19,10/31/2016,On Leave,No,
21359,Employee_1378,Male,39,,Manager,High School,Mumbai,₹84665.80,30,4,20,22,11/6/2017,Active,Yes,Remote
21361,Employee_1406,Male,26,HR,Senior Manager,Bachelor,Ahmedabad,₹141280.01,18,6,11,14,8/31/2016,Resigned,Yes,Hybrid
21363,Employee_603,Male,54,Legal,Manager,Bachelor,Mumbai,₹74888.24,20,9,20,23,8/21/2021,Resigned,Yes,Hybrid
21366,Employee_684,Female,40,Legal,manager,Bachelor,Chennai,₹269616.35,33,5,12,17,7/10/2016,Resigned,Yes,Hybrid
21371,Employee_543,Female,47,Operations,Analyst,Master,Delhi,₹137806.69,31,4,27,21,11/15/2021,Terminated,Yes,On-site
21375,Employee_188,Female,59,Legal,Senior Manager,PhD,  Kolkata  ,₹85456.39,27,8,9,12,12/2/2019,active,Yes,Hybrid
21376,Employee_625,Female,49,Engineering,Analyst,High School,Chennai,₹19633.37,1,9,26,5,3/24/2015,Active, No ,On-site
21378,Employee_964,Female,42,Finance,Senior Analyst,High School,Bangalore,,11,8,8,6,7/5/2018,Active,No,Hybrid
21382,Employee_1456,Female,38,Operations,,High School,Gurgaon,₹40685.12,6,3,21,4,6/11/2018,resigned,No,Hybrid
21383,Employee_1060,Male,30,Finance,Manager,PhD,Chennai,₹110259.89,21,9,30,20,9/1/2015,Resigned,Yes,On-site
21384,Employee_295,Male,54,Legal,Director,Master,Mumbai,,8,6,11,9,3/4/2021, Resigned ,No,Remote
21388,Employee_959,Male,56,OPERATIONS,Senior Analyst,phd,Delhi,₹125937.48,17,3,14,10,12/20/2021,Terminated,No,REMOTE
21393,Employee_1155,Female,33,FINANCE,Executive,Master,,₹227479.10,31,10,11,13,5/28/2015,Active,No,Remote
21396,Employee_1453,Female,25,Finance,VP,Bachelor,Hyderabad,₹156411.31,20,6,23,7,3/11/2024,resigned,Yes,On-site
21397,,Male,38,HR,analyst,,Chennai,₹101188.98,31,2,23,25,2/9/2020,Terminated,No,On-site
21398,Employee_93,Female,39,Finance,SENIOR ENGINEER,BACHELOR,  Noida  ,₹290654.81,35,6,12,5,8/4/2019,Resigned,No,On-site
21399,Employee_1019,Male,29,legal,Intern,high school,Mumbai,,11,1,2,10,12/3/2016,Resigned,Yes,Hybrid
21401,Employee_913, Female ,44,Sales, VP ,Bachelor,Mumbai,₹28701.77,2,3,6,12,10/8/2017,RESIGNED,YES,Hybrid
21405,Employee_1027,,35,sales,senior manager,PhD,Delhi,₹51295.53,6,10,7,18,5/30/2015,On Leave,No,On-site
21406,Em@loyee_161,Female,38,Sales,Executive,phd,Kolkata,,16,3,18,21,6/21/2020,terminated,No,Remote
21407,Employee_317,Female,58, Marketing ,Manager,Master,Mumbai,₹123847.11,14,9,16,10,10/12/2016,Terminated,Yes,Hybrid
21409,,Male,60,Product,,,Pune,₹122578.53,17,7,8,23,2/8/2024,On Leave,,
21412,,,47,Product,Senior Analyst,bachelor,Bangalore,,23,5,15,12,9/9/2021,Active,No,Hybrid
21413,Employee_800,Female,35,Legal,Engineer,Master,Hyderabad,₹210257.61,27,4,7,6,6/12/2020,Active,No,On-site
21414,Employee_973,Female,52,HR,Intern,MASTER,Ahmedabad,₹147995.74,32,4,24,24,5/9/2023,Resigned,No,On-site
21419,Employee_959,Female,58,Engineering,Analyst, Bachelor ,Pune,₹43557.23,6,5,2,25,2/14/2016,On Leave,Yes,Remote
21428,Employee_664,Male,23,Engineering,Senior Manager,PhD,Ahmedabad,,16,10,13,1,2/5/2018,resigned,No,ON-SITE
21430,Employee_162,Female,60,Product,senior manager,High School,Pune,₹40082.40,8,2,9,15,11/12/2024,Resigned,No,remote
21432,Employee_1182,Female,51,Operations,Senior Analyst,MASTER,Kolkata,₹209718.91,28,2,28,14,3/11/2016,on leave,No,Hybrid
21433,Employee_995,Male,50,Operations,Intern,BACHELOR,Mumbai,₹158505.28,21,10,13,13,2/26/2024,active,No, Hybrid 
21435,Employee_410, Male ,31,Legal,Analyst,,  Kolkata  ,₹82508.12,32,4,30,22,3/5/2015,On Leave,Yes,Hybrid
21437,  Employee_679  ,Female,35,engineering,Manager,Bachelor,Delhi,₹96133.63,21,5,22,25,12/25/2021,Terminated,No,On-site
21439,Employee_1138,,56,HR,,Bachelor,Hyderabad,,28,9,30,12,1/25/2023,On Leave,No,On-site
21440,Employee_851,Female,41,HR,Executive,master,Mumbai,₹143554.65,32,8,16,20,7/9/2021,Active,No, Hybrid 
21444,Employee_1157,Male,54,Engineering,VP,Master,Delhi,₹40923.12,10,7,10,17,1/2/2020,,Yes,On-site
21446,Employee_706,Female,53,Marketing,Senior Manager,high school,Gurgaon,₹29702.42,1,1,25,2,10/29/2018,Resigned,Yes,On-site
21448,Employee_962, Male ,56,Finance,Senior Engineer,High School,Noida,₹55188.21,6,10,17,1,5/5/2024,Active,NO,On-site
21449,Employee_1389,,41,Sales,senior manager,Master,Mumbai,₹69606.23,8,6,17,13,6/22/2022,On Leave,Yes,On-site
21453,Employee_1054,Female,30,Finance,Executive,High School,Noida,₹114167.50,32,3,19,2,4/4/2020,ACTIVE,NO,Hybrid
21455,Employee_14,Female,29,Engineering,senior analyst,PhD,Noida,₹73096.46,14,1,28,13,4/25/2016,On Leave,No,
21456,Employee_1479,Male,26,Product,EXECUTIVE,Bachelor,,₹75295.23,23,8,5,22,6/7/2017,Active,Yes,Hybrid
21459,Employee_1446,Female,37,Sales,Manager,Bachelor,Kolkata,₹212856.01,24,5,11,23,4/3/2022,Terminated,Yes,On-site
21462,Employee_1382,Female,21,operations,Analyst,Bachelor,Mumbai,₹121252.78,16,6,28,25,6/28/2020,Terminated,Yes, Remote 
21464,Employee_280,Female,31, Sales ,Analyst,,Gurgaon,₹148978.86,20,2,4,13,10/10/2022,on leave,Yes,Hybrid
21465,Em#loyee_1301,Male,46,Product,VP,High School,Delhi,₹25321.20,1,5,5,14,10/4/2018,On Leave,No,
21468,,Male,60,Legal,Director,,Bangalore,₹111098.68,17,3,23,6,5/1/2020,On Leave, No ,Remote
21469,Employee_1136,Male,26,Operations,Senior Engineer,PhD,Gurgaon,₹205659.48,31,8,15,24,3/21/2017,Terminated, Yes ,Remote
21474,Employee_604,Female,37,Product,vp,PhD,Delhi,₹110394.91,22,9,4,10,9/6/2024,Resigned,No,Hybrid
21475,Employee_62,Male,54,marketing,Manager,HIGH SCHOOL,Pune,₹75412.79,13,8,15,8,10/1/2023,Resigned,Yes,Hybrid
21477,Employee_1041,Male,45,,Engineer,High School,  Chennai  ,₹153525.85,25,9,22,15,11/25/2018,,Yes,On-site
21481,Employee_116,Female,52,HR,Intern,High School,  Chennai  ,₹62499.31,10,8,1,23,9/1/2024,On Leave,No,Hybrid
21490,Employee_137,Male,37,HR,Intern,Bachelor,Ahmedabad,,7,7,59,11,2/26/2015,Terminated,Yes,on-site
21491,Employee_9,Female,29,Engineering,Senior Engineer,Bachelor,,₹26036.53,2,5,11,5,12/12/2023,active,Yes,hybrid
21494,Employee_1173,Female,43,Sales,Analyst,Bachelor,Pune,₹22290.53,1,2,1,4,3/20/2021,On Leave,No,Remote
21495,Employee_910,Female,21,Marketing,Analyst,Master,Kolkata,₹98284.55,11,2,23,23,7/1/2016,Active,NO,on-site
21496,Em#loyee_990,Male,26,HR,Director,PhD,Gurgaon,₹35217.38,6,8,25,25,8/3/2019,Active,No,hybrid
21503,Employee_434,Male,60,Sales,Intern,Bachelor,Noida,53967.08,4,5,28,17,1/8/2019,On Leave,Yes,remote
21508,Employee_1370,Female,24,engineering,senior analyst,Bachelor,Noida,₹119648.66,17,1,4,13,4/5/2024,On Leave,yes,On-site
21510,Employee_1283,,26,Engineering,Intern,High School,Kolkata,,30,3,29,22,8/13/2018,Terminated,Yes,REMOTE
21511,Em#loyee_695,Male,55,Finance,VP,PhD,Gurgaon,,0,6,7,5,1/2/2015,On Leave,No,Remote
21513,Employee_696,Male,55,product,director,Bachelor,Pune,₹215602.50,33,9,27,1,12/12/2022,RESIGNED,No,remote
21514,Employee_1047,Female,39,Product,Senior Engineer,Bachelor,Kolkata,₹147456.27,21,5,6,11,4/17/2024,Resigned,Yes,Remote
21515,Employee_1445,Female,43,Finance,VP,PHD,Pune,,23,4,27,3,1/20/2022,Active,Yes,hybrid
21517,Employee_1440,Male,24,Operations,VP,PhD,Noida,₹92113.56,14,8,20,13,4/14/2020,,No,Hybrid
21519,,Female,48,Finance,Director,BACHELOR,Bangalore,₹67973.99,18,3,3,17,6/26/2018, Resigned ,Yes,Hybrid
21521,Employee_345,Male,36,Engineering,MANAGER,Master,Delhi,,35,1,23,8,4/9/2019,On Leave,No,Hybrid
21522,Employee_781,Female,32,Sales,Senior Analyst,Bachelor,Hyderabad,₹157297.86,21,5,19,4,5/15/2024,active,Yes,
21525,Employee_263,Female,22,OPERATIONS,EXECUTIVE,Master,Ahmedabad,₹272715.30,35,8,15,12,4/19/2015,Resigned,Yes,on-site
21527,Employee_1225,Male,53,,Analyst,High School,Chennai,₹93632.02,33,3,3,15,6/7/2016,on leave,No,Remote
21528,,Male,50,Marketing,Engineer,,  Gurgaon  ,₹144447.63,25,9,16,15,6/6/2017,On Leave, No ,On-site
21529,Employee_677,Female,43,Finance,Engineer,Bachelor,Gurgaon,36979.23,5,6,18,20,8/8/2019,Resigned,Yes,On-site
21532,,Male,34,Legal,SENIOR ENGINEER,bachelor,Gurgaon,₹118094.80,32,1,12,8,3/7/2020,Terminated,No,Hybrid
21533,Employee_1474,Male,56,Finance,Engineer,High School,Ahmedabad,₹38521.74,4,3,22,3,10/6/2015, On Leave ,No,Hybrid
21538,Employee_1001,Female,27,Engineering,Analyst,Bachelor,,₹146998.93,18,10,11,11,9/21/2024,Active,Yes,on-site
21540,Employee_313,Female,35,,VP,Master,  Bangalore  ,₹127093.77,20,5,26,8,5/5/2023,Active,No,Hybrid
21541,Employee_980, Male ,29,Operations,Senior Analyst,PHD,Pune,₹88395.08,29,10,3,2,11/28/2021,Terminated,yes,on-site
21547,Employee_153,Male,44, Product ,Engineer,Bachelor,Kolkata,₹193500.34,35,4,2,20,9/4/2019,On Leave,Yes,Remote
21550,Employee_225,,21,HR,Senior Engineer,HIGH SCHOOL,Noida,,27,4,18,10,6/19/2015,Resigned,No,hybrid
21551,Employee_1486,Male,58, Product ,senior analyst,High School,Ahmedabad,₹53504.56,7,10,23,24,5/12/2018,On Leave,No,Remote
21553,Employee_538, Female ,54,Operations,vp,PHD,Noida,50638.2,16,1,3,12,12/27/2015,,No,Remote
21555,Employee_15,Male,22,Finance,Senior Manager,Master,Noida,₹40130.33,8,5,7,4,10/11/2020,On Leave,,REMOTE
21557,Employee_862,Female,31,Engineering,Analyst,Master,,₹123916.90,28,8,27,7,12/9/2017,On Leave,No,Remote
21558,Employee_1471,Male,43,Operations,Executive,,Ahmedabad,₹97428.53,13,6,19,14,7/25/2021,On Leave,No,On-site
21564,Employee_896,Female,56,Operations,Intern,High School,Pune,85102.51,18,9,22,12,5/2/2018,Terminated,Yes,Hybrid
21566,Employee_1272, Female ,37,hr,Intern,Master,Hyderabad,₹113247.68,29,7,8,13,9/20/2019,Resigned,No, Remote 
21568,Employee_131,Male,21,HR,VP,Bachelor,,₹137587.49,22,7,10,23,11/14/2020, Resigned ,Yes,
21575,Employee_652, Male ,30,OPERATIONS,SENIOR ENGINEER,High School,Mumbai,₹180173.61,21,7,21,17,6/9/2016,On Leave, Yes ,Hybrid
21576,Employee_574, Male ,52,Operations,SENIOR MANAGER,Master,Bangalore,₹115543.86,31,2,27,5,8/30/2018,ON LEAVE,Yes,HYBRID
21578,Employee_924,,35,Marketing,VP,High School,Chennai,₹19109.34,0,6,26,23,5/21/2016,Active,No,Hybrid
21579,Employee_114,Male,46,Engineering, Director ,MASTER,Mumbai,₹24100.75,1,7,3,1,1/28/2015, Active ,YES,HYBRID
21583,Employee_431,,35, Finance ,Executive,Master,Delhi,₹166363.26,19,7,20,14,6/17/2016,Resigned,No,On-site
21584,Employee_524,Female,39,Marketing,VP,PhD,Bangalore,42551.56,3,7,21,7,10/13/2019,,No,Hybrid
21586,Employee_150,Female,42,Marketing,ENGINEER,Master,Hyderabad,185428.66,27,9,18,24,6/12/2018,On Leave,Yes,On-site
21589,Employee_1330,Female,41,Sales,VP,Bachelor,Bangalore,58558.92,7,5,12,23,5/1/2023,Active,No,Hybrid
21595,Employee_1284,Female,56,Product,Intern,Bachelor,Ahmedabad,,25,9,20,10,2/7/2018,On Leave,no,Hybrid
21596,Employee_591,Male,29,Finance,Director,PhD,Hyderabad,₹74440.40,8,3,15,8,9/11/2015,Active,No,On-site
21597,Employee_363,Female,40,HR,Senior Analyst,high school,Bangalore,₹78410.97,19,4,8,15,10/10/2021,On Leave,YES,Hybrid
21598,Employee_88,Female,51,Legal,manager,PHD,Delhi,₹207896.98,29,6,6,14,11/2/2015,Terminated,No,Hybrid
21600,Employee_877,Female,30,marketing,Engineer,High School,Bangalore,₹232491.74,28,3,11,2,5/19/2024,ACTIVE,No,Remote
21608,Employee_10,Male,34,Sales,Analyst,PhD,,₹84089.46,20,1,1,6,12/11/2020,Resigned,Yes,
21609,Employee_1482,Female,24,Legal,Senior Manager,phd,Pune,₹111215.02,21,1,17,2,7/26/2016,On Leave,NO,Hybrid
21613,Employee_958,Female,31,Engineering,Analyst, Master ,Delhi,₹98764.68,35,8,25,13,10/31/2018, Resigned ,No,Hybrid
21614,Employee_918,Female,30,Finance,VP,MASTER,Noida,₹19855.06,0,1,26,3,9/8/2019,Resigned, No ,Hybrid
21615,Employee_615,Female,55,HR,Senior Engineer,PHD,Chennai,₹75703.43,10,2,175,22,2/6/2017,resigned,no,Remote
21617,Employee_1053,Male,51,HR,DIRECTOR,PhD,Bangalore,₹160898.39,18,10,1,8,9/10/2021,ACTIVE,No,Hybrid
21618,Employee_1274, Male ,34,Engineering,Intern,Master,Chennai,₹138749.25,16,9,6,20,9/1/2017,active,No,Hybrid
21619,Employee_156,Male,41,HR,Intern,master,Pune,,34,8,21,15,8/27/2015,Active,No,remote
21622,Employee_185,Male,57,Operations,,High School,Pune,262496.03,31,2,27,12,5/4/2016,On Leave,Yes,Hybrid
21626,Employee_1099,Male,30,Finance,MANAGER,Master,Hyderabad,,31,4,14,14,3/21/2017,Resigned,No,on-site
21632,Employee_792, Female ,23,SALES,Senior Manager,MASTER,Ahmedabad,₹114074.75,18,7,2,16,8/10/2015,Resigned,Yes,Remote
21633,Employee_44,Female,55,Engineering,Senior Manager,Master,Ahmedabad,₹28828.89,2,5,7,12,6/4/2015,On Leave,No,Remote
21634,Employee_1498,Female,53,legal,Intern,High School,Kolkata,₹44099.66,4,4,28,9,7/5/2020,Active,No,HYBRID
21635,Employee_33,Male,46,Operations,Senior Analyst,Master,Mumbai,,18,5,3,2,8/7/2024,On Leave,No,Remote
21636,Employee_1091,Female,39,HR,Engineer,PhD,Delhi,₹81240.08,23,10,28,2,5/30/2024,on leave,No,Hybrid
21637,Employee_844,Male,53,HR,Analyst,PhD,  Ahmedabad  ,₹70473.08,12,3,4,20,3/1/2021,resigned,No,Hybrid
21638,Employee_12,Female,29,product,VP,Bachelor,Ahmedabad,₹87461.77,21,3,22,3,12/9/2022,Terminated,No,remote
21640,Employee_853,,37,Legal,Analyst,PhD,,₹89266.75,20,9,25,20,4/12/2015,Resigned, No ,Remote
21647,Employee_1063,Male,46,HR,Senior Engineer,master,Mumbai,₹143992.91,33,2,16,23,3/10/2017,Active,,Remote
21650,Employee_1419,Female,27,Marketing,Intern,Master,,₹63974.68,9,5,1,20,6/10/2024,Resigned,No, On-site 
21652,Employee_537,Female,34,Sales,Director,PhD,Ahmedabad,₹224688.33,33,2,27,9,6/20/2024,On Leave,,Hybrid
21653,Employee_782,Female,38,ENGINEERING,Manager, High School ,Bangalore,₹130949.42,16,1,28,21,8/14/2017,Terminated,yes,Remote
21654,Employee_172,Male,41,Legal,VP,Bachelor,Chennai,₹25248.80,4,8,4,7,12/8/2020,Active,Yes,Hybrid
21656,,Male,25,Marketing,Senior Engineer,high school,Pune,₹165751.91,24,6,17,3,2/15/2021,Terminated,Yes,hybrid
21658,Employee_1101,Male,54,Marketing,ANALYST,High School,Noida,₹93803.24,29,9,2,22,4/9/2016,On Leave, No ,hybrid
21660,Employee_1405,Female,41,Legal,Engineer,Master,Chennai,₹28860.39,2,2,21,15,1/4/2022,Terminated,Yes,On-site
21663,Employee_1203,Female,40,MARKETING,,PhD,,135160.88,26,4,19,18,3/12/2021,,No,remote
21665,Employee_202,Female,26,Marketing,Analyst, High School ,Delhi,₹100311.25,12,2,21,16,2/4/2021,Resigned,Yes,REMOTE
21668,Employee_1346,Male,47,SALES,Director,Master,Mumbai,₹97715.03,17,9,9,24,4/11/2019,Terminated,Yes,On-site
21670,Employee_1383,Female,39, HR ,Analyst,Master,Chennai,₹116038.32,26,6,25,1,1/2/2023,Terminated,No,Hybrid
21671,Employee_984,Female,49,Engineering,Manager,Master,Bangalore,₹144384.06,30,10,4,10,6/20/2018,terminated,No,On-site
21675,Employee_826,Female,45,Operations,,,Bangalore,₹162822.01,18,8,18,25,10/21/2016,Active,Yes,On-site
21676,Employee_1019, Male ,24,Legal,INTERN,Master,Gurgaon,₹143307.32,31,5,11,22,9/25/2019,TERMINATED,No,Hybrid
21677,,Female,38,,Senior Analyst,PhD,Delhi,₹35319.25,5,10,28,8,11/16/2017, Active ,,On-site
21679,Employee_1351,,49,legal,Manager,,Pune,₹96647.59,23,4,1,15,2/22/2024,On Leave,No,Remote
21680,Employee_864,Male,59,finance,VP,High School,Gurgaon,₹42494.56,4,7,18,4,11/20/2017,Terminated,,REMOTE
21682,Employee_593,Male,54,Sales,Director,High School,Delhi,₹130308.60,22,10,8,7,10/16/2023,TERMINATED,Yes,
21687,Employee_366,Female,31,Product,VP,,Kolkata,₹110077.21,19,1,21,11,2/1/2019,Terminated,No,Remote
21689,Employee_196,Male,21,Sales,VP, High School ,  Bangalore  ,63978.09,20,10,16,23,10/31/2020,resigned,No,
21691,Employee_1268,,53,Finance, Senior Engineer ,PhD,Chennai,₹49296.65,12,3,10,15,1/9/2020,Active,No,On-site
21695,Employee_681,Male,41,,Senior Manager,,Ahmedabad,₹149018.63,17,10,5,14,11/16/2016,On Leave,Yes,Remote
21700,Employee_723,Female,25,Operations,Director,High School,Gurgaon,₹127174.89,19,8,27,23,11/11/2021,Resigned,Yes,Remote
21705,Employee_562,Male,25,Legal,Intern,PhD,Bangalore,₹103182.85,11,10,22,1,10/17/2017,ON LEAVE,YES,Hybrid
21708,Employee_918,Male,59, Finance ,Senior Analyst,high school,Kolkata,,32,8,15,2,11/4/2016,Resigned,yes,Hybrid
21709,Employee_608,Male,45, Operations ,,High School,,₹94009.97,27,7,7,19,9/7/2019,On Leave,No,Remote
21712,Employee_279,Female,47,,Senior Engineer,phd,Pune,₹96407.21,14,2,3,25,4/8/2023,Terminated,No,Hybrid
21713,Employee_1113,,47,Marketing,Director,PHD,Gurgaon,₹93310.70,10,7,21,16,12/11/2023,On Leave,No,On-site
21716,Employee_835,Male,28,Engineering,Intern, Master ,Ahmedabad,₹93482.24,16,2,24,5,3/17/2019,On Leave,Yes,Hybrid
21719,Employee_81,Male,29,FINANCE, Intern , Bachelor ,Ahmedabad,₹88521.89,28,10,2,19,8/2/2020,Terminated,No,On-site
21720,Employee_710,Male,49,Sales,Intern,Master,Gurgaon,₹71230.90,7,4,4,20,9/15/2019,Resigned,Yes,on-site
21721,Employee_1046,Female,57,HR,VP,PhD,  Gurgaon  ,34217.86,4,4,22,24,9/12/2016,Terminated,Yes,On-site
21722,Employee_1393,Male,38,Legal,EXECUTIVE,high school,Ahmedabad,₹180027.91,28,8,15,7,1/29/2024,Resigned,NO, Hybrid 
21723,,Male,44,Sales,Senior Manager,High School,Mumbai,₹32137.45,8,6,10,13,12/26/2021,On Leave,No,Remote
21729,Em#loyee_925,Female,27,Marketing, Director ,PhD,Kolkata,₹158329.30,25,4,8,20,4/11/2017,Resigned,No,On-site
21730,Employee_1446,Male,28,Sales, Engineer ,High School,Noida,₹79686.23,10,8,13,18,5/5/2016, Active , No ,On-site
21732,Employee_827,Male,59,Product,Senior Engineer,phd,Mumbai,₹149646.43,22,7,24,21,5/15/2019, Terminated , No , Remote 
21735,Employee_96, Male ,28,Finance, Director , Bachelor ,  Pune  ,,33,1,5,2,9/3/2020,ON LEAVE,No,Remote
21742,Employee_884,Male,53,Engineering,Director,PhD,Mumbai,,26,10,1,11,10/2/2021, Resigned ,No,Remote
21744,Employee_819,,26,HR,senior analyst,High School,Gurgaon,₹46924.21,10,10,11,14,3/22/2015,Terminated,no,Hybrid
21745,Employee_500,Male,55,FINANCE,Senior Manager,Master,  Kolkata  ,₹83201.28,21,10,5,12,6/1/2015,Resigned,No,Remote
21748,Employee_666,Female,22,FINANCE,Senior Manager,Master,Hyderabad,₹97266.68,14,4,8,2,5/1/2017,ON LEAVE,no,On-site
21750,Employee_731,,46,,Senior Manager,High School,Ahmedabad,₹14143.27,0,5,26,16,12/10/2017,Resigned, Yes ,On-site
21752,Employee_410,Male,58,Engineering,Engineer,Bachelor,Hyderabad,₹88640.19,32,4,14,6,12/9/2023,on leave,Yes,remote
21753,Employee_240,Male,60,HR,Analyst,PhD,Delhi,₹102846.96,16,8,8,20,3/4/2017,on leave,Yes,remote
21755,Employee_640,Male,23,SALES,Analyst,Bachelor,Noida,₹130812.41,27,2,22,10,6/10/2021,On Leave,No,ON-SITE
21757,Employee_1362,Male,27,sales,Senior Manager,High School,Gurgaon,₹47825.25,4,1,27,1,8/19/2015,Terminated,No,
21761,Employee_510,Male,22,Operations,Senior Engineer,PhD,Mumbai,₹136773.01,21,1,9,13,8/6/2015,On Leave,,on-site
21763,Employee_1347,Male,44, Marketing , Intern ,PhD,Hyderabad,₹41159.05,5,6,12,17,9/6/2018,Terminated, No ,On-site
21766,Employee_92,Male,33,Engineering,Executive,PhD,Chennai,₹46080.83,7,8,14,25,4/5/2022,On Leave,,
21767,  Employee_886  ,Male,51,HR,VP,Master,Chennai,₹69298.81,6,6,18,9,2/3/2023,Resigned,Yes,On-site
21768,Employee_243,Female,23,HR,Analyst,HIGH SCHOOL,Chennai,₹47303.15,7,5,25,13,8/3/2015,Resigned,,Hybrid
21771,Employee_1398,Female,55,Operations,Senior Engineer,Bachelor,Chennai,₹96452.31,30,4,22,16,2/2/2017,Active,no,REMOTE
21772,Employee_134,Female,48,ENGINEERING,Senior Manager,Master,Chennai,₹58298.68,14,10,29,23,7/14/2017,Active,No,
21775,Employee_1115,Female,36,Sales,Senior Analyst,Bachelor,Noida,₹114364.06,30,3,19,18,3/23/2019, Active , No ,Remote
21776,Employee_486,Female,35,Marketing,executive,high school,Mumbai,,28,5,30,13,4/10/2022,ON LEAVE,No,Hybrid
21777,Employee_437,,39,Product,,Bachelor,Noida,₹187083.51,24,8,6,1,5/31/2015,Resigned,No,On-site
21778,Employee_304,Male,49,Legal,,,Bangalore,₹259258.01,30,8,3,24,10/11/2022,On Leave,No,On-site
21779,Employee_1091,Female,39,Engineering, Director , High School ,Mumbai,₹35665.03,3,4,29,7,11/6/2021,,Yes,hybrid
